"","activityid","activitylabel","subjectid","TimeBodyAccMeanX","TimeBodyAccMeanY","TimeBodyAccMeanZ","TimeBodyAccStDevX","TimeBodyAccStDevY","TimeBodyAccStDevZ","TimeGravityAccMeanX","TimeGravityAccMeanY","TimeGravityAccMeanZ","TimeGravityAccStDevX","TimeGravityAccStDevY","TimeGravityAccStDevZ","TimeBodyAccJerkMeanX","TimeBodyAccJerkMeanY","TimeBodyAccJerkMeanZ","TimeBodyAccJerkStDevX","TimeBodyAccJerkStDevY","TimeBodyAccJerkStDevZ","TimeBodyGyroMeanX","TimeBodyGyroMeanY","TimeBodyGyroMeanZ","TimeBodyGyroStDevX","TimeBodyGyroStDevY","TimeBodyGyroStDevZ","TimeBodyGyroJerkMeanX","TimeBodyGyroJerkMeanY","TimeBodyGyroJerkMeanZ","TimeBodyGyroJerkStDevX","TimeBodyGyroJerkStDevY","TimeBodyGyroJerkStDevZ","TimeBodyAccMagMean","TimeBodyAccMagStDev","TimeGravityAccMagMean","TimeGravityAccMagStDev","TimeBodyAccJerkMagMean","TimeBodyAccJerkMagStDev","TimeBodyGyroMagMean","TimeBodyGyroMagStDev","TimeBodyGyroJerkMagMean","TimeBodyGyroJerkMagStDev","FrequencyBodyAccMeanX","FrequencyBodyAccMeanY","FrequencyBodyAccMeanZ","FrequencyBodyAccStDevX","FrequencyBodyAccStDevY","FrequencyBodyAccStDevZ","FrequencyBodyAccMeanFreqX","FrequencyBodyAccMeanFreqY","FrequencyBodyAccMeanFreqZ","FrequencyBodyAccJerkMeanX","FrequencyBodyAccJerkMeanY","FrequencyBodyAccJerkMeanZ","FrequencyBodyAccJerkStDevX","FrequencyBodyAccJerkStDevY","FrequencyBodyAccJerkStDevZ","FrequencyBodyAccJerkMeanFreqX","FrequencyBodyAccJerkMeanFreqY","FrequencyBodyAccJerkMeanFreqZ","FrequencyBodyGyroMeanX","FrequencyBodyGyroMeanY","FrequencyBodyGyroMeanZ","FrequencyBodyGyroStDevX","FrequencyBodyGyroStDevY","FrequencyBodyGyroStDevZ","FrequencyBodyGyroMeanFreqX","FrequencyBodyGyroMeanFreqY","FrequencyBodyGyroMeanFreqZ","FrequencyBodyAccMagMean","FrequencyBodyAccMagStDev","FrequencyBodyAccMagMeanFreq","FrequencyBodyBodyAccJerkMagMean","FrequencyBodyBodyAccJerkMagStDev","FrequencyBodyBodyAccJerkMagMeanFreq","FrequencyBodyBodyGyroMagMean","FrequencyBodyBodyGyroMagStDev","FrequencyBodyBodyGyroMagMeanFreq","FrequencyBodyBodyGyroJerkMagMean","FrequencyBodyBodyGyroJerkMagStDev","FrequencyBodyBodyGyroJerkMagMeanFreq"
"1539",1,"WALKING",16,0.2410969,-0.018605399,-0.12388778,-0.44670928,-0.43960093,-0.21036046,0.94798499,0.0834244,-0.1640428,-0.99290466,-0.98934292,-0.98200911,-0.12621677,-0.26415083,0.4920094,-0.36002494,-0.5300371,-0.50455835,0.00365857,-0.073074135,0.11976138,-0.6735642,-0.55143531,-0.41793282,-0.13432496,-0.30473867,0.12395202,-0.71832653,-0.6920621,-0.62863247,-0.32346958,-0.52738949,-0.32346958,-0.52738949,-0.38665944,-0.44267006,-0.48943724,-0.65916973,-0.6767843,-0.73181856,-0.37399987,-0.4189851,-0.22717085,-0.47805196,-0.48599498,-0.26415717,-0.17322658,0.20920661,0.26484753,-0.38744298,-0.54192073,-0.48656065,-0.38780814,-0.54931013,-0.51992802,-0.2337656,-0.30720364,-0.5256674,-0.65367767,-0.53322468,-0.43395226,-0.6821972,-0.56617979,-0.46585187,-0.34670799,0.051472846,-0.18942798,-0.42314084,-0.67177117,0.51672099,-0.38639727,-0.52614608,0.16355454,-0.66451737,-0.71468955,0.1269541,-0.70189531,-0.79786323,0.29776385
"1540",1,"WALKING",12,0.23692811,0.016874514,-0.095175653,-0.12690382,-0.093806656,-0.60836416,0.97513327,-0.1459772,-0.030639235,-0.9582631,-0.96840913,-0.95362439,0.46128042,0.16705357,0.075866051,0.051837215,-0.092775323,-0.7195595,0.18562361,-0.1896063,0.11753339,-0.49673949,-0.42853791,-0.61751883,-0.28750815,-0.044750992,-0.00094544013,-0.46045769,-0.63605854,-0.6202244,-0.13860343,-0.20019376,-0.13860343,-0.20019376,-0.18888321,0.04733439,-0.3648638,-0.44442624,-0.59255062,-0.61293982,-0.025796596,-0.036864362,-0.65585766,-0.17004891,-0.18346876,-0.61263825,-0.16011683,0.17610238,-0.035842776,-0.029495038,-0.13216805,-0.71352603,0.043793763,-0.1102066,-0.72356851,-0.29651363,-0.21606522,-0.25371771,-0.37116691,-0.53239715,-0.5401826,-0.53659413,-0.37679412,-0.68156383,-0.11696283,-0.22880077,0.07660647,-0.081839149,-0.39998577,0.23091446,-0.0092488827,0.10787463,-0.27982738,-0.51046898,-0.49459802,-0.027302381,-0.62034844,-0.63030713,-0.093290488
"1541",1,"WALKING",12,0.3062091,-0.031147253,-0.11804929,-0.025878826,-0.026404635,-0.55809897,0.97896588,-0.1435381,-0.0208289,-0.98017235,-0.97663762,-0.95162562,0.4040834,-0.12954115,-0.11946921,0.25166986,0.054521988,-0.59236763,-0.026202351,-0.20026947,0.06316062,-0.56436184,-0.39498426,-0.58326757,-0.1823888,-0.018188939,-0.2187846,-0.36494964,-0.53435935,-0.57574947,-0.064138194,-0.053958173,-0.064138194,-0.053958173,-0.052377561,0.29610788,-0.42390996,-0.44200293,-0.5187545,-0.48855741,0.071053647,0.034042319,-0.56391773,-0.066797541,-0.12240325,-0.58999409,-0.19698365,0.23911657,0.18670887,0.083211502,-0.0073434,-0.59180261,0.30988387,0.052678018,-0.59143332,-0.33020613,-0.25543513,-0.20501053,-0.41680248,-0.43551887,-0.48613541,-0.6115535,-0.37545145,-0.65869413,-0.073690291,-0.098500465,0.15863527,0.11478039,-0.31199779,0.34765998,0.28681607,0.30576961,0.048412154,-0.4504456,-0.53327344,0.15108325,-0.50596384,-0.5018223,-0.00044069128
"1542",1,"WALKING",23,0.27310142,-0.035169084,-0.099076251,-0.27015783,-0.002946326,0.2159783,0.94348091,-0.15606731,-0.169417,-0.98906851,-0.98314625,-0.9696152,-0.32184707,-0.0045993802,0.080006049,-0.098346934,0.030130205,0.013332561,-0.04802888,-0.060014785,0.11715338,-0.50114857,0.2854386,-0.14953167,0.028565793,-0.34689791,-0.42629134,-0.40206568,0.3474704,-0.35185168,-0.022521794,-0.22126286,-0.022521794,-0.22126286,0.03444987,0.061165036,0.013297691,0.12192071,0.065537194,0.25650636,-0.18587226,-0.034777895,0.0038443304,-0.30605544,-0.049111763,0.23165793,0.092878571,0.11369215,0.12289197,-0.18179183,-0.0929251,-0.073639851,-0.091605709,0.094929163,0.086427318,-0.078278538,-0.019442973,-0.064661648,-0.38578307,0.18281832,-0.10947749,-0.53786505,0.33590096,-0.2407533,-0.067151579,0.25319005,-0.0065066207,-0.14992758,-0.38536405,0.36252371,0.065062852,0.072315097,0.50998812,0.17005215,-0.11478796,0.44180939,0.082811091,0.37066625,0.22146269
"1543",1,"WALKING",20,0.27094471,-0.019280431,-0.077713748,-0.1636579,0.54895621,-0.34875464,0.89885011,-0.36214604,0.040839219,-0.97640634,-0.95543779,-0.96044641,0.33060803,-0.27910958,0.0063994756,-0.11970714,0.2220191,-0.4625087,-0.046313379,0.037064952,0.10592522,-0.3538623,0.13544451,-0.32539404,0.11011492,-0.57253166,0.029559664,-0.4599363,-0.19877946,-0.14511658,0.077591988,-0.22201757,0.077591988,-0.22201757,-0.060324259,-0.088764656,0.012537114,-0.13187186,-0.20161487,-0.36387154,-0.16080574,0.33526436,-0.41148986,-0.16472729,0.55480767,-0.36524152,-0.31235755,-0.012183446,0.21521961,-0.2068833,0.12832042,-0.44391233,-0.1076502,0.2442802,-0.47845166,-0.48415729,-0.43076309,-0.12651108,-0.26150411,0.035059376,-0.21615422,-0.38493232,0.18538215,-0.42702768,-0.069541068,0.17256727,0.11574603,-0.075697,-0.43993814,0.28300885,-0.06266235,-0.12941322,0.20331444,-0.1707599,-0.25439486,0.20698358,-0.33006913,-0.45599747,0.30194156
"1544",1,"WALKING",1,0.34337048,-0.014446221,-0.16737697,-0.22992354,0.17391077,-0.21338751,0.95244515,-0.25983791,-0.026131065,-0.98110011,-0.96439894,-0.96430389,0.33608453,-0.46414358,-0.0050257445,-0.12048623,0.028659631,-0.52146493,0.096081738,-0.16339425,0.025859464,-0.36040537,0.042333424,-0.2761384,-0.054628854,0.34028929,-0.26967159,-0.10205315,-0.24344225,-0.31157714,-0.07351308,-0.19511453,-0.07351308,-0.19511453,-0.12948008,-0.17393461,-0.049340623,-0.090123903,-0.23647406,-0.22944178,-0.15132288,0.1952672,-0.32123865,-0.26312557,0.087855316,-0.21697496,-0.21796917,0.24277715,-0.19592608,-0.18341895,-0.025971976,-0.48742267,-0.13227926,0.020367181,-0.55284935,-0.27636249,-0.46512323,-0.32863964,-0.16221058,0.026553035,-0.18046872,-0.4234905,0.044652222,-0.37656508,-0.17515958,0.063447474,0.22913488,-0.10437689,-0.37621527,0.2341223,-0.13222215,-0.23261183,0.26645968,-0.06013149,-0.27464609,0.32763238,-0.21766885,-0.29922633,0.26278644
"1545",1,"WALKING",12,0.33423862,-0.03585209,-0.078447547,0.0047464611,0.003764973,-0.53869011,0.96649425,-0.15049448,-0.028289489,-0.97211624,-0.97371953,-0.9844779,-0.2626642,0.32397233,-0.070704689,0.32970425,0.11553512,-0.60526951,-0.010575613,-0.029024382,0.053960757,-0.5332909,-0.3428966,-0.57246476,-0.079248307,-0.18600494,-0.050201273,-0.23484399,-0.52388257,-0.51530213,-0.010336061,-0.10589709,-0.010336061,-0.10589709,0.040054316,0.29144674,-0.37746943,-0.42035307,-0.44251226,-0.49965067,0.1446675,0.10919702,-0.54383253,-0.056027739,-0.12196104,-0.57260607,-0.14510064,0.26583477,0.10571755,0.22064239,0.049537787,-0.59936996,0.32571993,0.11412614,-0.60920953,-0.17316672,-0.2878945,-0.23700485,-0.35992241,-0.39234079,-0.48929311,-0.58918458,-0.31865555,-0.64265412,0.14800127,0.092538012,0.20278525,0.074070151,-0.36551581,0.46293455,0.29836872,0.289759,0.11870738,-0.42429707,-0.51831555,0.36943474,-0.5227744,-0.50514286,-0.047770046
"1546",1,"WALKING",10,0.26430263,-0.050615541,-0.089742835,-0.26226011,0.1754726,-0.38612479,0.9481979,-0.207792,0.038727673,-0.9859904,-0.96675542,-0.97284029,-0.22303042,0.31817355,0.19302884,-0.15597481,0.2441399,-0.40078358,-0.010181736,-0.0062036943,-0.023899203,-0.35674886,-0.28455373,-0.11945597,-0.19881724,0.17009576,0.0073555789,-0.20544367,-0.432013,-0.30462237,-0.12644129,-0.23202745,-0.12644129,-0.23202745,-0.093849264,0.013942083,-0.14389983,-0.38463418,-0.36059368,-0.39761163,-0.17142845,0.27107576,-0.35210003,-0.30121051,0.045560781,-0.45811045,-0.14796254,0.17468077,0.49222721,-0.19192063,0.16360877,-0.34168658,-0.19291093,0.25034709,-0.45791801,-0.27470794,-0.35699043,0.30376078,-0.17116346,-0.32094977,-0.094306595,-0.41567741,-0.26796498,-0.20830642,-0.028919863,0.16318868,-0.29953261,-0.13252747,-0.41348534,0.25227779,-0.023520006,0.052622857,-0.04186595,-0.3717607,-0.50314625,0.23819295,-0.43954985,-0.38753154,0.042662517
"1547",1,"WALKING",4,0.26093585,-0.0093436512,-0.090990058,-0.49214924,-0.1872929,-0.61514823,0.96440002,-0.10755615,0.15424605,-0.98378427,-0.92190468,-0.93172271,-0.16212439,-0.31272426,-0.042469678,-0.31213217,-0.40625393,-0.71247316,-0.17963055,-0.040719005,0.092611061,-0.55975258,-0.66083185,-0.66267853,-0.095828711,-0.087440631,-0.017593231,-0.58648041,-0.79858293,-0.67333034,-0.38503963,-0.56646505,-0.38503963,-0.56646505,-0.42071982,-0.3681523,-0.51863039,-0.59580962,-0.70879514,-0.77615926,-0.4164219,-0.21453152,-0.63419912,-0.52518453,-0.22399306,-0.63445432,0.10328892,0.039855697,-0.030431232,-0.34285125,-0.42395379,-0.70285929,-0.34059676,-0.42737064,-0.7198904,-0.071770627,-0.49405798,-0.36504962,-0.53008497,-0.71043383,-0.61340587,-0.57215823,-0.63576847,-0.71128947,-0.33770931,-0.30113058,0.035074636,-0.49183499,-0.68220433,0.33342606,-0.34932885,-0.39396489,0.16735968,-0.638661,-0.63562535,-0.10904817,-0.77913184,-0.78762478,0.027180976
"1548",1,"WALKING",4,0.28996373,-0.018980389,-0.099626201,-0.47554091,-0.28004417,-0.5604131,0.95865294,-0.104019,0.1610702,-0.9825656,-0.96562877,-0.98031197,-0.26540944,-0.15955589,-0.061931566,-0.30683932,-0.41121101,-0.70658674,-0.076606898,-0.034113066,0.12610106,-0.58159759,-0.66665055,-0.67003818,0.028688874,-0.098403305,-0.10392375,-0.58374418,-0.81106156,-0.69448174,-0.39475131,-0.54982587,-0.39475131,-0.54982587,-0.41483139,-0.37155737,-0.54519339,-0.67149763,-0.71726178,-0.7836887,-0.36547071,-0.2992003,-0.59115735,-0.52576682,-0.3150301,-0.5775026,0.069620281,-0.03160051,-0.1031946,-0.30092558,-0.43937261,-0.68147123,-0.37769381,-0.41954936,-0.72963847,-0.24268394,-0.4438446,-0.48609194,-0.49735408,-0.6995141,-0.59611241,-0.6086363,-0.650108,-0.72842176,-0.17880427,-0.35502601,0.046799155,-0.47376251,-0.66895884,0.30679029,-0.33553691,-0.41792495,0.078719549,-0.69823708,-0.70925054,0.061843945,-0.77956676,-0.80442789,0.26175075
"1549",1,"WALKING",13,0.34847354,-0.0096485871,-0.14158419,-0.40676689,0.23825702,-0.31379084,0.91392725,-0.35935295,0.016437521,-0.92753126,-0.81249364,-0.90643027,-0.050913112,0.35636203,-0.095387868,-0.13978884,-0.041371074,-0.5019472,0.41458238,-0.40827005,0.13683301,0.3509221,-0.21175705,-0.39917063,-0.3650236,0.26849001,-0.07248808,-0.1572691,-0.5827397,-0.34208355,-0.16284459,-0.34371104,-0.16284459,-0.34371104,-0.23520949,-0.015126428,0.21838911,0.52744187,-0.42100713,-0.49588469,-0.25140098,0.21859763,-0.31272419,-0.48054025,0.17030026,-0.37011418,-0.21702293,-0.033167167,0.039374308,-0.15946286,-0.10320455,-0.43561086,-0.19610661,-0.036768441,-0.56841033,-0.092420802,-0.50863039,-0.16160223,0.35256138,-0.29620945,-0.23109716,0.33414139,-0.16925098,-0.52093795,-0.42791615,-0.091042159,0.044999248,-0.2161215,-0.53068808,0.33155879,-0.021587422,-0.013474393,-0.023180425,0.058862666,0.54346046,-0.34457623,-0.48519138,-0.54660644,0.13109542
"1550",1,"WALKING",27,0.37597769,-0.0014217152,-0.10434376,-0.36048816,-0.1790325,-0.23994712,0.9682011,-0.16005285,-0.026654211,-0.98315848,-0.99145521,-0.96260592,-0.10983538,-0.053984651,0.00432226,-0.30398815,-0.069333353,-0.33544636,0.071652245,-0.13577764,0.031667978,-0.60805743,-0.64571713,-0.24318916,-0.27013338,-0.037175492,0.06617216,-0.5324508,-0.75499789,-0.41815984,-0.22769307,-0.41854245,-0.22769307,-0.41854245,-0.19415705,-0.23063099,-0.45387467,-0.56302103,-0.62222957,-0.69917809,-0.30920398,-0.15665696,-0.3010143,-0.38179783,-0.24315811,-0.26597066,-0.30746061,0.086839772,0.18439411,-0.3356787,-0.20918318,-0.34823858,-0.33222599,0.016994986,-0.32295596,-0.20623631,-0.28779488,-0.14846548,-0.47557859,-0.67598424,-0.32585458,-0.65039503,-0.63064162,-0.28708295,0.025662291,-0.15289915,-0.14721675,-0.31782779,-0.57453367,0.29732726,-0.24274905,-0.22006221,-0.0022971062,-0.60288165,-0.61044951,0.14606976,-0.69612896,-0.72411701,0.17269933
"1551",1,"WALKING",27,0.21843518,-0.0065395063,-0.10683856,-0.32894525,-0.15976382,-0.25149535,0.97219027,-0.1547221,-0.022363572,-0.9857257,-0.96567716,-0.99257699,-0.01895624,0.19298408,0.48095956,-0.30235769,-0.023331037,-0.32446138,-0.019014235,-0.076600457,0.14499182,-0.543543,-0.64973416,-0.25211449,-0.25732024,-0.072283696,0.12128575,-0.53179124,-0.76400803,-0.43064706,-0.20520527,-0.41185643,-0.20520527,-0.41185643,-0.19468667,-0.1655412,-0.42692206,-0.57474848,-0.63247718,-0.69585214,-0.29705493,-0.11961908,-0.22230159,-0.34186568,-0.23535672,-0.33104729,-0.30575718,0.18073812,0.53770847,-0.31310164,-0.12465131,-0.2733644,-0.35392967,0.022592427,-0.37256483,-0.13691719,-0.13626523,-0.14031417,-0.45853308,-0.67820237,-0.32587073,-0.57104112,-0.63561608,-0.29773167,-0.15924229,-0.13836589,-0.026290795,-0.33853457,-0.54880628,0.27970958,-0.17870645,-0.15438718,-0.03115181,-0.63471702,-0.60697885,0.051097296,-0.72501569,-0.68094474,-0.090036302
"1552",1,"WALKING",23,0.23289803,0.00043234881,-0.027354392,-0.3182547,-0.1325158,0.122126,0.93238807,-0.16306004,-0.19239581,-0.98898256,-0.96138664,-0.93220099,0.25423233,0.18270877,0.032997255,-0.27028994,-0.05686355,-0.052269304,0.024301288,-0.080696914,0.057046033,-0.56209377,0.13840308,-0.1977483,-0.19808398,-0.2849421,-0.14190164,-0.48284919,0.18344208,-0.36218092,-0.11047595,-0.24546512,-0.11047595,-0.24546512,-0.086333158,-0.056171294,-0.10205222,0.022512666,-0.07101059,0.12755084,-0.32599683,-0.04839549,-0.029820439,-0.315146,-0.23658086,0.11547726,-0.38603141,0.18611398,0.10822102,-0.34564623,-0.10391486,-0.13383867,-0.25726326,-0.068051651,0.016310445,-0.32489767,-0.28093106,-0.2792018,-0.4283059,0.05047462,-0.17664582,-0.60462813,0.18147499,-0.27806125,-0.011626221,0.17532616,-0.12666147,-0.099913385,-0.45941681,0.29046512,-0.060516581,-0.056469333,0.09389345,0.092014691,-0.21649614,0.48563396,0.022485861,0.17668756,0.24926554
"1553",1,"WALKING",23,0.34162736,-0.00019175615,-0.066448189,-0.28423646,-0.17623506,0.10381748,0.93186052,-0.15308993,-0.17503561,-0.98506349,-0.97205268,-0.92036425,0.40068344,-0.1226879,-0.2059159,-0.22818373,-0.1073109,-0.11852381,-0.037896569,-0.034749868,0.10544178,-0.49636956,0.10154473,-0.17975359,-0.23461606,-0.11175185,0.21073877,-0.40530777,0.16554236,-0.35150036,-0.092827603,-0.29900495,-0.092827603,-0.29900495,-0.074104056,-0.16942711,-0.074564985,-0.05648084,-0.051729773,0.082854188,-0.24590387,-0.13900193,-0.040410019,-0.2998285,-0.24908504,0.094665766,-0.18353619,0.061850109,-0.0052650368,-0.32004404,-0.15318161,-0.14000872,-0.20307162,-0.11612735,-0.098568734,-0.36961449,-0.078889873,-0.14716935,-0.36956793,-0.0064108021,-0.16852476,-0.5366082,0.15549956,-0.25837343,0.039117501,0.089433182,-0.089550482,-0.17881169,-0.48629735,0.29848627,-0.13455427,-0.22165134,0.37760939,0.0044211302,-0.27410321,0.49840179,-0.014926283,0.12707124,0.33311909
"1554",1,"WALKING",23,0.40554844,-0.032601792,-0.11582804,-0.24796606,-0.00052668433,0.10659021,0.9366867,-0.15237315,-0.16928724,-0.96954871,-0.97843151,-0.97035458,0.10251785,-0.44122186,-0.59740124,-0.11859491,0.042585014,-0.071222242,-0.042455493,-0.080469073,0.1347419,-0.52077079,0.19508712,-0.1320281,-0.024806294,0.72066535,0.0061481169,-0.42094174,0.29995215,-0.31393833,-0.040336713,-0.22010626,-0.040336713,-0.22010626,0.015656194,-0.028291714,-0.02636571,0.016080624,0.050615773,0.18654925,-0.22483138,0.10813748,0.099833225,-0.25722805,-0.12804221,0.020479843,-0.27878098,0.38957727,0.4161566,-0.19209267,0.0034108289,-0.086598942,-0.11995536,0.015139248,-0.056684232,-0.032786439,-0.15632735,-0.30834961,-0.40889971,0.23450773,-0.1480382,-0.55635983,0.1616529,-0.20611282,-0.079684228,0.34593674,-0.060742858,-0.081444579,-0.43202817,0.3911051,0.088212348,-0.18407511,0.56094449,0.11439772,-0.24878449,0.50320334,0.11876227,0.18862099,0.29503407
"1555",1,"WALKING",5,0.24275744,-0.00075816579,-0.06935426,-0.38262262,0.070013569,-0.47855241,0.97873332,-0.048938365,-0.026362452,-0.9893567,-0.98096086,-0.95727767,0.49902383,0.12331118,-0.032059529,-0.34104811,-0.055156622,-0.63750945,-0.015433022,-0.082907791,0.081620731,-0.59984302,-0.50225607,-0.30565044,-0.031455715,-0.050210357,-0.25313593,-0.42683888,-0.5631359,-0.16681881,-0.22738309,-0.40531087,-0.22738309,-0.40531087,-0.32558487,-0.24679032,-0.43360743,-0.48094983,-0.48020551,-0.4597345,-0.29175384,0.02784466,-0.53177024,-0.42222266,0.024503114,-0.48991463,-0.08306983,-0.077561595,-0.043869552,-0.3677133,-0.13028114,-0.61721394,-0.37138151,-0.034994995,-0.65531352,-0.38752284,-0.51074225,-0.3939415,-0.52731262,-0.49930908,-0.2209134,-0.62336818,-0.50757194,-0.3992571,-0.078838305,-0.10625228,0.1549652,-0.34885419,-0.53178737,0.080486543,-0.22849251,-0.27477912,-0.17875198,-0.50526245,-0.55348454,0.10281699,-0.54588425,-0.39878069,-0.20243074
"1556",1,"WALKING",5,0.35641935,0.0018970401,-0.094958099,-0.33445601,-0.078652933,-0.55054233,0.97529708,-0.047207358,-0.021226153,-0.98635236,-0.97793275,-0.97194228,0.087932379,-0.42488036,-0.14102202,-0.32788742,-0.16761665,-0.71113308,-0.055526644,-0.11115382,0.10593239,-0.59183658,-0.60804055,-0.37270587,0.013117656,-0.0064430383,0.055567771,-0.40605587,-0.67341324,-0.24022877,-0.23568294,-0.48045576,-0.23568294,-0.48045576,-0.36286573,-0.30895285,-0.480243,-0.5627763,-0.52974093,-0.55617458,-0.31039696,-0.066903286,-0.60629555,-0.34411375,-0.14309763,-0.55498263,-0.49646126,0.36536774,0.072419872,-0.3684787,-0.24393437,-0.71614665,-0.34455683,-0.13876733,-0.70513242,-0.37401367,-0.33193616,-0.29977957,-0.48915778,-0.62558547,-0.3199984,-0.62441218,-0.60027403,-0.44826904,-0.029300618,-0.16232705,0.23813255,-0.44868844,-0.57946425,0.10042319,-0.33650284,-0.27951113,-0.36751222,-0.54056476,-0.65770443,0.24191056,-0.59025738,-0.54486145,0.045589659
"1557",1,"WALKING",4,0.29192158,-0.010980288,-0.11394106,-0.40129463,-0.072742596,-0.64613001,0.96362095,-0.064158444,0.11252748,-0.98646706,-0.94886017,-0.96105323,-0.094289439,-0.1232436,0.18880786,-0.21727981,-0.22643603,-0.80529385,-0.087042673,-0.021402628,0.0088536053,-0.49539822,-0.65513089,-0.68554088,-0.17719063,-0.080733411,-0.072998506,-0.49496683,-0.81999352,-0.65831411,-0.29210953,-0.53090537,-0.29210953,-0.53090537,-0.33957032,-0.2699486,-0.49741498,-0.57154182,-0.68610247,-0.75277634,-0.42746781,-0.16759263,-0.66242216,-0.39117137,-0.083648027,-0.66447244,-0.023869811,-0.057501405,0.093841607,-0.31591342,-0.27892277,-0.7845511,-0.1867969,-0.21977295,-0.8244767,-0.098807919,-0.35309141,-0.33700791,-0.39136442,-0.69903564,-0.62564591,-0.52874235,-0.6329035,-0.73660685,-0.130018,-0.50413269,0.16814048,-0.44340803,-0.66139016,0.4486471,-0.32442538,-0.20934471,0.16370374,-0.61374518,-0.61594791,0.029187564,-0.74433427,-0.780475,0.44684767
"1558",1,"WALKING",4,0.26841076,0.020047468,-0.19595794,-0.5233524,-0.16378318,-0.58627242,0.9691667,-0.060402397,0.10396692,-0.98216724,-0.9277553,-0.93713927,0.16132696,-0.2893308,-0.11229006,-0.39011347,-0.2645626,-0.80147408,-0.717952,-0.029969229,-0.061704028,0.3257096,-0.66174136,-0.64146322,-0.46698031,-0.10615149,0.15993009,-0.49555816,-0.83192834,-0.65230967,-0.39074625,-0.54518654,-0.39074625,-0.54518654,-0.45088119,-0.36369701,0.0055637864,0.8627026,-0.69797951,-0.73452504,-0.45481597,-0.18218018,-0.65199836,-0.55318043,-0.2065911,-0.58306054,-0.20024271,0.18518639,-0.32346918,-0.35936768,-0.31237397,-0.77438807,-0.48484605,-0.26058518,-0.82780844,0.019677704,-0.47113597,-0.29885275,0.17635322,-0.69523238,-0.52748847,0.34184934,-0.64488187,-0.7207825,-0.33948221,-0.51031323,0.20631346,-0.45568449,-0.67533354,0.164442,-0.38795947,-0.33736273,-0.042479432,0.053725269,0.97714443,-0.44711735,-0.73696812,-0.74982622,-0.13191085
"1559",1,"WALKING",4,0.30029053,-0.055739891,-0.13905246,-0.44272372,0.022990934,-0.60842339,0.97316356,-0.042662617,0.11907266,-0.96399235,-0.87640108,-0.91184888,0.16569286,-0.071342105,0.011776311,-0.35404282,-0.20315366,-0.79202089,0.40209867,-0.1372937,0.14034057,-0.5695699,-0.66337332,-0.63370743,-0.18345625,-0.02687995,-0.14549041,-0.50508681,-0.83717514,-0.72345127,-0.30476002,-0.42068142,-0.30476002,-0.42068142,-0.39861737,-0.3535008,-0.36960792,-0.53664393,-0.7157238,-0.74709536,-0.44379167,-0.13051014,-0.66579544,-0.44220439,0.032640895,-0.60768812,-0.24509011,-0.1317614,-0.30077412,-0.35897586,-0.30833722,-0.76562796,-0.40746339,-0.14307373,-0.81741436,0.077539993,-0.47270761,-0.35124322,-0.41599943,-0.7215618,-0.58336043,-0.61888977,-0.63420153,-0.6852453,-0.1733199,-0.53810047,-0.17926129,-0.38062553,-0.53389736,0.19220879,-0.34430639,-0.36623063,0.38148457,-0.57938853,-0.58660439,-0.096488407,-0.73777458,-0.77778925,0.1332405
"1560",1,"WALKING",23,0.24313596,0.02208829,-0.052731431,-0.2810236,-0.1693195,0.06059297,0.94710979,-0.16264221,-0.16695238,-0.98350456,-0.95040539,-0.95193633,0.2440408,-0.19577855,0.13473554,-0.19095567,-0.11178346,-0.16935374,-0.014923311,-0.10180674,0.12364391,-0.51285555,0.11315839,-0.21710399,-0.11305987,-0.1192368,0.084093828,-0.40161463,0.14877985,-0.40323031,-0.091682131,-0.34450341,-0.091682131,-0.34450341,-0.083635462,-0.16093855,-0.07521554,-0.075590623,-0.072386783,0.074085027,-0.25032293,-0.13992788,-0.052482349,-0.29343263,-0.2380649,0.038757364,-0.40446025,0.13300682,0.12523986,-0.26029528,-0.16029091,-0.17998337,-0.19029936,-0.117419,-0.15881643,-0.34850457,-0.18674733,-0.23886603,-0.3806576,0.051817348,-0.19274855,-0.55479026,0.14155772,-0.29675189,-0.11299399,0.086379674,-0.14087186,-0.22456412,-0.52506419,0.29835481,-0.18121515,-0.14116034,0.17651872,0.015754724,-0.31820788,0.47869167,-0.01964661,0.11323808,0.20604901
"1561",1,"WALKING",28,0.23249008,-0.018099754,-0.080267865,-0.35478566,-0.10277824,-0.39167879,0.93621298,-0.23098078,-0.10974307,-0.98645232,-0.96072655,-0.96771883,0.53617898,0.10671406,0.26266069,-0.39805108,-0.14853442,-0.62563325,-0.26076003,0.062544715,0.17797058,-0.50531533,-0.55494355,-0.33084572,0.2094755,-0.049642393,-0.3629812,-0.36978839,-0.71461389,-0.49362342,-0.22645834,-0.49222946,-0.22645834,-0.49222946,-0.32886036,-0.43375991,-0.36121916,-0.4547383,-0.58516466,-0.61469062,-0.31859908,-0.11752844,-0.44874671,-0.36950419,-0.15147552,-0.40780212,-0.22454981,-0.072456972,-0.084615029,-0.3901955,-0.25851608,-0.58810783,-0.46277955,-0.086736156,-0.6613623,-0.23152542,-0.47939258,-0.42842652,-0.37471979,-0.59016192,-0.28108215,-0.54670861,-0.53756325,-0.4090752,0.11067483,-0.32871817,0.047642137,-0.51782837,-0.55665478,0.088094217,-0.40283642,-0.47540611,0.27715747,-0.4759617,-0.53407135,0.13185615,-0.64711246,-0.60061243,-0.22681621
